cwe_id,year,cve_count,pct_of_year,yoy_growth_pct
CWE-191,2014,5,0.06,400.0
CWE-191,2015,2,0.03,-60.0
CWE-191,2016,2,0.03,0.0
CWE-191,2017,17,0.09,750.0
CWE-191,2018,16,0.09,-5.9
CWE-191,2019,20,0.11,25.0
CWE-191,2020,29,0.15,45.0
CWE-191,2021,30,0.14,3.4
CWE-191,2022,23,0.09,-23.3
CWE-191,2023,18,0.06,-21.7
CWE-191,2024,53,0.13,194.4
CWE-191,2025,68,0.14,28.3
CWE-191,2026,131,0.2,92.6
CWE-192,2026,1,0.0,
CWE-193,1999,1,0.11,
CWE-193,2001,3,0.18,200.0
CWE-193,2002,6,0.28,100.0
CWE-193,2003,4,0.26,-33.3
CWE-193,2004,3,0.12,-25.0
CWE-193,2005,1,0.02,-66.7
CWE-193,2006,1,0.02,0.0
CWE-193,2007,1,0.02,0.0
CWE-193,2008,2,0.04,100.0
CWE-193,2009,1,0.02,-50.0
CWE-193,2010,2,0.04,100.0
CWE-193,2011,4,0.1,100.0
CWE-193,2013,1,0.02,-75.0
CWE-193,2014,1,0.01,0.0
CWE-193,2016,1,0.02,0.0
CWE-193,2017,2,0.01,100.0
CWE-193,2018,8,0.04,300.0
CWE-193,2019,13,0.07,62.5
CWE-193,2020,10,0.05,-23.1
CWE-193,2021,6,0.03,-40.0
CWE-193,2022,18,0.07,200.0
CWE-193,2023,9,0.03,-50.0
CWE-193,2024,27,0.07,200.0
CWE-193,2025,20,0.04,-25.9
CWE-193,2026,59,0.09,195.0
CWE-194,2021,1,0.0,
CWE-194,2022,1,0.0,0.0
CWE-194,2025,1,0.0,0.0
CWE-195,2024,1,0.0,
CWE-195,2025,4,0.01,300.0
CWE-195,2026,6,0.01,50.0
CWE-196,2026,3,0.0,
CWE-197,2023,1,0.0,
CWE-197,2024,1,0.0,0.0
CWE-197,2025,3,0.01,200.0
CWE-197,2026,21,0.03,600.0
CWE-198,2025,1,0.0,
CWE-199,2014,2,0.02,
CWE-199,2016,2,0.03,0.0
CWE-199,2017,1,0.01,-50.0
CWE-199,2019,1,0.01,0.0
CWE-20,1997,1,0.4,
CWE-20,1999,8,0.87,700.0
CWE-20,2000,3,0.29,-62.5
CWE-20,2001,5,0.3,66.7
CWE-20,2002,27,1.24,440.0
CWE-20,2003,26,1.68,-3.7
CWE-20,2004,17,0.69,-34.6
CWE-20,2005,30,0.6,76.5
CWE-20,2006,53,0.8,76.7
CWE-20,2007,240,3.64,352.8
CWE-20,2008,379,6.69,57.9
CWE-20,2009,300,5.19,-20.8
CWE-20,2010,284,6.09,-5.3
CWE-20,2011,355,8.51,25.0
CWE-20,2012,351,6.56,-1.1
CWE-20,2013,493,9.26,40.5
CWE-20,2014,534,6.67,8.3
CWE-20,2015,378,5.73,-29.2
CWE-20,2016,525,8.06,38.9
CWE-20,2017,949,5.24,80.8
CWE-20,2018,1189,6.55,25.3
CWE-20,2019,868,4.58,-27.0
CWE-20,2020,729,3.79,-16.0
CWE-20,2021,484,2.21,-33.6
CWE-20,2022,542,2.05,12.0
CWE-20,2023,380,1.23,-29.9
CWE-20,2024,233,0.57,-38.7
CWE-20,2025,469,0.94,101.3
CWE-20,2026,1336,2.02,184.9
CWE-200,1997,1,0.4,
CWE-200,1998,1,0.4,0.0
CWE-200,1999,7,0.76,600.0
CWE-200,2000,4,0.39,-42.9
CWE-200,2001,1,0.06,-75.0
CWE-200,2002,17,0.78,1600.0
CWE-200,2003,25,1.61,47.1
CWE-200,2004,5,0.2,-80.0
CWE-200,2005,19,0.38,280.0
CWE-200,2006,31,0.47,63.2
CWE-200,2007,98,1.49,216.1
CWE-200,2008,186,3.28,89.8
CWE-200,2009,160,2.77,-14.0
CWE-200,2010,158,3.39,-1.3
CWE-200,2011,292,7.0,84.8
CWE-200,2012,222,4.15,-24.0
CWE-200,2013,244,4.58,9.9
CWE-200,2014,352,4.4,44.3
CWE-200,2015,588,8.92,67.0
CWE-200,2016,656,10.07,11.6
CWE-200,2017,1281,7.07,95.3
CWE-200,2018,1019,5.61,-20.5
CWE-200,2019,517,2.73,-49.3
CWE-200,2020,290,1.51,-43.9
CWE-200,2021,175,0.8,-39.7
CWE-200,2022,166,0.63,-5.1
CWE-200,2023,112,0.36,-32.5
CWE-200,2024,332,0.82,196.4
CWE-200,2025,605,1.21,82.2
CWE-200,2026,1255,1.89,107.4
CWE-201,2020,1,0.01,
CWE-201,2021,4,0.02,300.0
CWE-201,2022,1,0.0,-75.0
CWE-201,2023,2,0.01,100.0
CWE-201,2024,17,0.04,750.0
CWE-201,2025,125,0.25,635.3
CWE-201,2026,161,0.24,28.8
CWE-202,2021,1,0.0,
CWE-202,2023,1,0.0,0.0
CWE-202,2024,5,0.01,400.0
CWE-202,2025,5,0.01,0.0
CWE-202,2026,7,0.01,40.0
CWE-203,2001,4,0.24,
CWE-203,2002,4,0.18,0.0
CWE-203,2003,3,0.19,-25.0
CWE-203,2004,7,0.28,133.3
CWE-203,2005,2,0.04,-71.4
CWE-203,2013,1,0.02,-50.0
CWE-203,2016,1,0.02,0.0
CWE-203,2017,12,0.07,1100.0
CWE-203,2018,18,0.1,50.0
CWE-203,2019,54,0.29,200.0
CWE-203,2020,65,0.34,20.4
CWE-203,2021,87,0.4,33.8
CWE-203,2022,104,0.39,19.5
CWE-203,2023,108,0.35,3.8
CWE-203,2024,112,0.28,3.7
CWE-203,2025,69,0.14,-38.4
CWE-203,2026,78,0.12,13.0
CWE-204,2022,3,0.01,
CWE-204,2023,3,0.01,0.0
CWE-204,2024,10,0.02,233.3
CWE-204,2025,42,0.08,320.0
CWE-204,2026,66,0.1,57.1
CWE-207,2025,1,0.0,
CWE-208,2020,1,0.01,
CWE-208,2023,3,0.01,200.0
CWE-208,2024,11,0.03,266.7
CWE-208,2025,19,0.04,72.7
CWE-208,2026,92,0.14,384.2
CWE-209,2001,1,0.06,
CWE-209,2010,1,0.02,0.0
CWE-209,2014,1,0.01,0.0
CWE-209,2017,2,0.01,100.0
CWE-209,2018,6,0.03,200.0
CWE-209,2019,37,0.2,516.7
CWE-209,2020,60,0.31,62.2
CWE-209,2021,70,0.32,16.7
CWE-209,2022,48,0.18,-31.4
CWE-209,2023,65,0.21,35.4
CWE-209,2024,68,0.17,4.6
CWE-209,2025,93,0.19,36.8
CWE-209,2026,105,0.16,12.9
CWE-21,2014,1,0.01,
CWE-21,2016,1,0.02,0.0
CWE-21,2019,1,0.01,0.0
CWE-212,2002,1,0.05,
CWE-212,2005,1,0.02,0.0
CWE-212,2018,1,0.01,0.0
CWE-212,2019,3,0.02,200.0
CWE-212,2020,13,0.07,333.3
CWE-212,2021,10,0.05,-23.1
CWE-212,2022,28,0.11,180.0
CWE-212,2023,6,0.02,-78.6
CWE-212,2024,8,0.02,33.3
CWE-212,2025,15,0.03,87.5
CWE-212,2026,24,0.04,60.0
CWE-213,2024,3,0.01,
CWE-213,2025,4,0.01,33.3
CWE-213,2026,4,0.01,0.0
CWE-214,2024,1,0.0,
CWE-214,2025,2,0.0,100.0
CWE-214,2026,10,0.02,400.0
CWE-215,2024,2,0.0,
CWE-215,2025,4,0.01,100.0
CWE-215,2026,8,0.01,100.0
CWE-216,2019,1,0.01,
CWE-219,2024,3,0.01,
CWE-22,2001,5,0.3,
CWE-22,2002,14,0.65,180.0
CWE-22,2003,17,1.1,21.4
CWE-22,2004,15,0.61,-11.8
CWE-22,2005,14,0.28,-6.7
CWE-22,2006,24,0.36,71.4
CWE-22,2007,162,2.46,575.0
CWE-22,2008,348,6.14,114.8
CWE-22,2009,321,5.56,-7.8
CWE-22,2010,274,5.87,-14.6
CWE-22,2011,106,2.54,-61.3
CWE-22,2012,119,2.22,12.3
CWE-22,2013,103,1.93,-13.4
CWE-22,2014,198,2.47,92.2
CWE-22,2015,139,2.11,-29.8
CWE-22,2016,77,1.18,-44.6
CWE-22,2017,270,1.49,250.6
CWE-22,2018,539,2.97,99.6
CWE-22,2019,474,2.5,-12.1
CWE-22,2020,428,2.23,-9.7
CWE-22,2021,529,2.41,23.6
CWE-22,2022,723,2.74,36.7
CWE-22,2023,733,2.37,1.4
CWE-22,2024,1028,2.53,40.2
CWE-22,2025,1108,2.22,7.8
CWE-22,2026,2180,3.29,96.8
CWE-221,2026,2,0.0,
CWE-223,2025,2,0.0,
CWE-223,2026,4,0.01,100.0
CWE-226,2024,2,0.0,
CWE-226,2025,6,0.01,200.0
CWE-226,2026,15,0.02,150.0
CWE-228,2021,1,0.0,
CWE-228,2022,1,0.0,0.0
CWE-228,2024,3,0.01,200.0
CWE-228,2025,4,0.01,33.3
CWE-228,2026,7,0.01,75.0
CWE-229,2022,1,0.0,
CWE-229,2024,4,0.01,300.0
CWE-229,2025,1,0.0,-75.0
CWE-229,2026,6,0.01,500.0
CWE-23,2020,2,0.01,
CWE-23,2021,2,0.01,0.0
CWE-23,2022,1,0.0,-50.0
CWE-23,2023,4,0.01,300.0
CWE-23,2024,26,0.06,550.0
CWE-23,2025,99,0.2,280.8
CWE-23,2026,125,0.19,26.3
CWE-230,2024,1,0.0,
CWE-230,2025,1,0.0,0.0
CWE-230,2026,4,0.01,300.0
CWE-231,2023,1,0.0,
CWE-231,2024,2,0.0,100.0
CWE-231,2026,1,0.0,-50.0
CWE-232,2023,1,0.0,
CWE-232,2025,3,0.01,200.0
CWE-233,2024,4,0.01,
CWE-233,2025,3,0.01,-25.0
CWE-233,2026,7,0.01,133.3
CWE-235,2026,2,0.0,
CWE-236,2026,1,0.0,
CWE-237,2024,1,0.0,
CWE-237,2025,1,0.0,0.0
CWE-239,2024,1,0.0,
CWE-239,2025,1,0.0,0.0
CWE-24,2022,1,0.0,
CWE-24,2023,9,0.03,800.0
CWE-24,2024,10,0.02,11.1
CWE-24,2025,23,0.05,130.0
CWE-24,2026,17,0.03,-26.1
CWE-240,2021,1,0.0,
CWE-240,2025,1,0.0,0.0
CWE-241,2022,1,0.0,
CWE-241,2024,3,0.01,200.0
CWE-241,2025,6,0.01,100.0
CWE-241,2026,3,0.0,-50.0
CWE-242,2021,1,0.0,
CWE-242,2023,1,0.0,0.0
CWE-242,2024,1,0.0,0.0
CWE-242,2025,1,0.0,0.0
CWE-242,2026,2,0.0,100.0
CWE-244,2025,7,0.01,
CWE-244,2026,7,0.01,0.0
CWE-248,2020,1,0.01,
CWE-248,2021,1,0.0,0.0
CWE-248,2022,3,0.01,200.0
CWE-248,2023,2,0.01,-33.3
CWE-248,2024,15,0.04,650.0
CWE-248,2025,51,0.1,240.0
CWE-248,2026,98,0.15,92.2
CWE-25,2024,2,0.0,
CWE-25,2026,2,0.0,0.0
CWE-250,2021,4,0.02,
CWE-250,2022,5,0.02,25.0
CWE-250,2023,2,0.01,-60.0
CWE-250,2024,34,0.08,1600.0
CWE-250,2025,80,0.16,135.3
CWE-250,2026,81,0.12,1.3
CWE-252,2002,1,0.05,
CWE-252,2005,1,0.02,0.0
CWE-252,2007,2,0.03,100.0
CWE-252,2009,1,0.02,-50.0
CWE-252,2010,1,0.02,0.0
CWE-252,2017,6,0.03,500.0
CWE-252,2018,4,0.02,-33.3
CWE-252,2019,7,0.04,75.0
CWE-252,2020,8,0.04,14.3
CWE-252,2021,20,0.09,150.0
CWE-252,2022,29,0.11,45.0
CWE-252,2023,15,0.05,-48.3
CWE-252,2024,22,0.05,46.7
CWE-252,2025,17,0.03,-22.7
CWE-252,2026,29,0.04,70.6
CWE-253,2023,1,0.0,
CWE-253,2024,1,0.0,0.0
CWE-253,2025,2,0.0,100.0
CWE-253,2026,8,0.01,300.0
CWE-254,2000,1,0.1,
CWE-254,2002,1,0.05,0.0
CWE-254,2006,2,0.03,100.0
CWE-254,2008,2,0.04,0.0
CWE-254,2011,1,0.02,-50.0
CWE-254,2014,6,0.07,500.0
CWE-254,2015,94,1.43,1466.7
CWE-254,2016,145,2.22,54.3
CWE-254,2017,81,0.45,-44.1
CWE-254,2018,19,0.1,-76.5
CWE-254,2019,28,0.15,47.4
CWE-255,1997,1,0.4,
CWE-255,1999,3,0.33,200.0
CWE-255,2002,8,0.37,166.7
CWE-255,2003,8,0.52,0.0
CWE-255,2004,6,0.24,-25.0
CWE-255,2005,2,0.04,-66.7
CWE-255,2006,5,0.08,150.0
CWE-255,2007,22,0.33,340.0
CWE-255,2008,48,0.85,118.2
CWE-255,2009,63,1.09,31.3
CWE-255,2010,50,1.07,-20.6
CWE-255,2011,39,0.93,-22.0
CWE-255,2012,50,0.93,28.2
CWE-255,2013,86,1.62,72.0
CWE-255,2014,112,1.4,30.2
CWE-255,2015,75,1.14,-33.0
CWE-255,2016,40,0.61,-46.7
CWE-255,2017,43,0.24,7.5
CWE-255,2018,23,0.13,-46.5
CWE-255,2019,21,0.11,-8.7
CWE-255,2025,15,0.03,-28.6
CWE-255,2026,9,0.01,-40.0
CWE-256,2022,1,0.0,
CWE-256,2023,7,0.02,600.0
CWE-256,2024,30,0.07,328.6
CWE-256,2025,48,0.1,60.0
CWE-256,2026,34,0.05,-29.2
CWE-257,2021,1,0.0,
CWE-257,2024,8,0.02,700.0
CWE-257,2025,15,0.03,87.5
CWE-257,2026,12,0.02,-20.0
CWE-258,2023,1,0.0,
CWE-258,2024,2,0.0,100.0
CWE-258,2025,2,0.0,0.0
CWE-258,2026,1,0.0,-50.0
CWE-259,2020,1,0.01,
CWE-259,2021,2,0.01,100.0
CWE-259,2023,5,0.02,150.0
CWE-259,2024,33,0.08,560.0
CWE-259,2025,41,0.08,24.2
CWE-259,2026,36,0.05,-12.2
CWE-26,2024,5,0.01,
CWE-26,2025,2,0.0,-60.0
CWE-26,2026,2,0.0,0.0
CWE-260,2023,1,0.0,
CWE-260,2025,11,0.02,1000.0
CWE-260,2026,1,0.0,-90.9
CWE-261,2023,1,0.0,
CWE-261,2024,5,0.01,400.0
CWE-261,2025,6,0.01,20.0
CWE-261,2026,8,0.01,33.3
CWE-262,2025,2,0.0,
CWE-262,2026,1,0.0,-50.0
CWE-263,2023,1,0.0,
CWE-264,1996,1,1.33,
CWE-264,1997,2,0.79,100.0
CWE-264,1998,1,0.4,-50.0
CWE-264,1999,6,0.65,500.0
CWE-264,2000,2,0.2,-66.7
CWE-264,2001,3,0.18,50.0
CWE-264,2002,31,1.43,933.3
CWE-264,2003,18,1.16,-41.9
CWE-264,2004,19,0.77,5.6
CWE-264,2005,38,0.76,100.0
CWE-264,2006,48,0.72,26.3
CWE-264,2007,198,3.0,312.5
CWE-264,2008,429,7.57,116.7
CWE-264,2009,407,7.04,-5.1
CWE-264,2010,328,7.03,-19.4
CWE-264,2011,249,5.97,-24.1
CWE-264,2012,571,10.67,129.3
CWE-264,2013,552,10.37,-3.3
CWE-264,2014,677,8.45,22.6
CWE-264,2015,523,7.93,-22.7
CWE-264,2016,581,8.92,11.1
CWE-264,2017,289,1.6,-50.3
CWE-264,2018,86,0.47,-70.2
CWE-264,2019,43,0.23,-50.0
CWE-264,2023,1,0.0,-97.7
CWE-264,2024,3,0.01,200.0
CWE-264,2025,6,0.01,100.0
CWE-264,2026,21,0.03,250.0
CWE-265,2023,1,0.0,
CWE-265,2024,1,0.0,0.0
CWE-266,2021,8,0.04,
CWE-266,2022,4,0.02,-50.0
CWE-266,2023,3,0.01,-25.0
CWE-266,2024,66,0.16,2100.0
CWE-266,2025,319,0.64,383.3
CWE-266,2026,476,0.72,49.2
CWE-267,2023,3,0.01,
CWE-267,2024,1,0.0,-66.7
CWE-267,2025,20,0.04,1900.0
CWE-267,2026,12,0.02,-40.0
CWE-268,2023,2,0.01,
CWE-268,2024,1,0.0,-50.0
CWE-268,2025,8,0.02,700.0
CWE-268,2026,2,0.0,-75.0
CWE-269,2002,3,0.14,
CWE-269,2004,1,0.04,-66.7
CWE-269,2007,1,0.02,0.0
CWE-269,2008,2,0.04,100.0
CWE-269,2009,2,0.03,0.0
CWE-269,2010,3,0.06,50.0
CWE-269,2011,2,0.05,-33.3
CWE-269,2012,4,0.07,100.0
CWE-269,2013,1,0.02,-75.0
CWE-269,2014,15,0.19,1400.0
CWE-269,2015,7,0.11,-53.3
CWE-269,2016,11,0.17,57.1
CWE-269,2017,94,0.52,754.5
CWE-269,2018,113,0.62,20.2
CWE-269,2019,155,0.82,37.2
CWE-269,2020,251,1.31,61.9
CWE-269,2021,298,1.36,18.7
CWE-269,2022,192,0.73,-35.6
CWE-269,2023,188,0.61,-2.1
CWE-269,2024,206,0.51,9.6
CWE-269,2025,263,0.53,27.7
CWE-269,2026,768,1.16,192.0
CWE-27,2024,4,0.01,
CWE-27,2025,4,0.01,0.0
CWE-27,2026,2,0.0,-50.0
CWE-270,2021,1,0.0,
CWE-270,2024,5,0.01,400.0
CWE-270,2025,6,0.01,20.0
CWE-270,2026,2,0.0,-66.7
CWE-271,2021,1,0.0,
CWE-271,2024,1,0.0,0.0
CWE-271,2025,2,0.0,100.0
CWE-271,2026,2,0.0,0.0
CWE-272,2023,2,0.01,
CWE-272,2024,2,0.0,0.0
CWE-272,2025,5,0.01,150.0
CWE-272,2026,10,0.02,100.0
CWE-273,2006,1,0.02,
CWE-273,2015,1,0.02,0.0
CWE-273,2017,1,0.01,0.0
CWE-273,2018,2,0.01,100.0
CWE-273,2019,4,0.02,100.0
CWE-273,2020,5,0.03,25.0
CWE-273,2021,1,0.0,-80.0
CWE-273,2022,3,0.01,200.0
CWE-273,2023,2,0.01,-33.3
CWE-273,2024,7,0.02,250.0
CWE-273,2025,3,0.01,-57.1
CWE-273,2026,10,0.02,233.3
CWE-274,2022,1,0.0,
CWE-274,2024,4,0.01,300.0
CWE-274,2025,4,0.01,0.0
CWE-274,2026,3,0.0,-25.0
CWE-275,2016,6,0.09,
CWE-275,2017,25,0.14,316.7
CWE-275,2018,17,0.09,-32.0
CWE-275,2019,13,0.07,-23.5
CWE-275,2023,4,0.01,-69.2
CWE-275,2026,5,0.01,25.0
CWE-276,1999,1,0.11,
CWE-276,2001,1,0.06,0.0
CWE-276,2002,2,0.09,100.0
CWE-276,2004,1,0.04,-50.0
CWE-276,2005,1,0.02,0.0
CWE-276,2010,1,0.02,0.0
CWE-276,2011,3,0.07,200.0
CWE-276,2012,2,0.04,-33.3
CWE-276,2013,2,0.04,0.0
CWE-276,2015,1,0.02,-50.0
CWE-276,2016,3,0.05,200.0
CWE-276,2017,24,0.13,700.0
CWE-276,2018,18,0.1,-25.0
CWE-276,2019,89,0.47,394.4
CWE-276,2020,200,1.04,124.7
CWE-276,2021,150,0.68,-25.0
CWE-276,2022,180,0.68,20.0
CWE-276,2023,127,0.41,-29.4
CWE-276,2024,227,0.56,78.7
CWE-276,2025,211,0.42,-7.0
CWE-276,2026,123,0.19,-41.7
CWE-277,2023,1,0.0,
CWE-277,2024,11,0.03,1000.0
CWE-277,2025,13,0.03,18.2
CWE-277,2026,6,0.01,-53.8
CWE-278,2024,2,0.0,
CWE-278,2025,1,0.0,-50.0
CWE-278,2026,2,0.0,100.0
CWE-279,2020,1,0.01,
CWE-279,2024,3,0.01,200.0
CWE-279,2025,10,0.02,233.3
CWE-279,2026,4,0.01,-60.0
CWE-28,2023,1,0.0,
CWE-280,2022,1,0.0,
CWE-280,2023,2,0.01,100.0
CWE-280,2024,21,0.05,950.0
CWE-280,2025,33,0.07,57.1
CWE-280,2026,42,0.06,27.3
CWE-281,2001,2,0.12,
CWE-281,2005,1,0.02,-50.0
CWE-281,2014,1,0.01,0.0
CWE-281,2017,22,0.12,2100.0
CWE-281,2018,4,0.02,-81.8
CWE-281,2019,13,0.07,225.0
CWE-281,2020,31,0.16,138.5
CWE-281,2021,27,0.12,-12.9
CWE-281,2022,36,0.14,33.3
CWE-281,2023,29,0.09,-19.4
CWE-281,2024,56,0.14,93.1
CWE-281,2025,50,0.1,-10.7
CWE-281,2026,16,0.02,-68.0
CWE-282,2024,3,0.01,
CWE-282,2025,9,0.02,200.0
CWE-282,2026,5,0.01,-44.4
CWE-283,2021,1,0.0,
CWE-283,2024,2,0.0,100.0
CWE-283,2025,5,0.01,150.0
CWE-283,2026,16,0.02,220.0
CWE-284,2001,1,0.06,
CWE-284,2008,1,0.02,0.0
CWE-284,2009,1,0.02,0.0
CWE-284,2012,2,0.04,100.0
CWE-284,2013,1,0.02,-50.0
CWE-284,2014,18,0.22,1700.0
CWE-284,2015,142,2.15,688.9
CWE-284,2016,362,5.55,154.9
CWE-284,2017,261,1.44,-27.9
CWE-284,2018,43,0.24,-83.5
CWE-284,2019,61,0.32,41.9
CWE-284,2020,3,0.02,-95.1
CWE-284,2021,5,0.02,66.7
CWE-284,2022,19,0.07,280.0
CWE-284,2023,89,0.29,368.4
CWE-284,2024,239,0.59,168.5
CWE-284,2025,732,1.46,206.3
CWE-284,2026,2578,3.89,252.2
CWE-285,2016,13,0.2,
CWE-285,2017,9,0.05,-30.8
CWE-285,2018,8,0.04,-11.1
CWE-285,2019,21,0.11,162.5
CWE-285,2020,1,0.01,-95.2
CWE-285,2021,1,0.0,0.0
CWE-285,2022,15,0.06,1400.0
CWE-285,2023,20,0.06,33.3
CWE-285,2024,48,0.12,140.0
CWE-285,2025,150,0.3,212.5
CWE-285,2026,370,0.56,146.7
CWE-286,2024,3,0.01,
CWE-286,2025,7,0.01,133.3
CWE-286,2026,3,0.0,-57.1
CWE-287,1999,3,0.33,
CWE-287,2001,2,0.12,-33.3
CWE-287,2002,5,0.23,150.0
CWE-287,2003,7,0.45,40.0
CWE-287,2004,6,0.24,-14.3
CWE-287,2005,6,0.12,0.0
CWE-287,2006,13,0.2,116.7
CWE-287,2007,64,0.97,392.3
CWE-287,2008,138,2.44,115.6
CWE-287,2009,209,3.62,51.4
CWE-287,2010,75,1.61,-64.1
CWE-287,2011,55,1.32,-26.7
CWE-287,2012,97,1.81,76.4
CWE-287,2013,108,2.03,11.3
CWE-287,2014,144,1.8,33.3
CWE-287,2015,33,0.5,-77.1
CWE-287,2016,41,0.63,24.2
CWE-287,2017,227,1.25,453.7
CWE-287,2018,282,1.55,24.2
CWE-287,2019,259,1.37,-8.2
CWE-287,2020,328,1.71,26.6
CWE-287,2021,277,1.26,-15.5
CWE-287,2022,340,1.29,22.7
CWE-287,2023,333,1.08,-2.1
CWE-287,2024,235,0.58,-29.4
CWE-287,2025,276,0.55,17.4
CWE-287,2026,701,1.06,154.0
CWE-288,2020,3,0.02,
CWE-288,2021,3,0.01,0.0
CWE-288,2022,1,0.0,-66.7
CWE-288,2023,7,0.02,600.0
CWE-288,2024,64,0.16,814.3
CWE-288,2025,142,0.28,121.9
CWE-288,2026,221,0.33,55.6
CWE-289,2023,3,0.01,
CWE-289,2024,1,0.0,-66.7
CWE-289,2025,9,0.02,800.0
CWE-289,2026,13,0.02,44.4
CWE-29,2023,8,0.03,
CWE-29,2024,16,0.04,100.0
CWE-29,2025,12,0.02,-25.0
CWE-29,2026,7,0.01,-41.7
CWE-290,2009,1,0.02,
CWE-290,2017,7,0.04,600.0
CWE-290,2018,11,0.06,57.1
CWE-290,2019,22,0.12,100.0
CWE-290,2020,31,0.16,40.9
CWE-290,2021,40,0.18,29.0
CWE-290,2022,39,0.15,-2.5
CWE-290,2023,34,0.11,-12.8
CWE-290,2024,110,0.27,223.5
CWE-290,2025,111,0.22,0.9
CWE-290,2026,215,0.32,93.7
CWE-291,2024,2,0.0,
CWE-291,2025,1,0.0,-50.0
CWE-291,2026,4,0.01,300.0
CWE-292,2024,1,0.0,
CWE-294,2002,1,0.05,
CWE-294,2017,2,0.01,100.0
CWE-294,2018,6,0.03,200.0
CWE-294,2019,10,0.05,66.7
CWE-294,2020,22,0.11,120.0
CWE-294,2021,15,0.07,-31.8
CWE-294,2022,36,0.14,140.0
CWE-294,2023,28,0.09,-22.2
CWE-294,2024,27,0.07,-3.6
CWE-294,2025,23,0.05,-14.8
CWE-294,2026,76,0.11,230.4
CWE-295,2002,1,0.05,
CWE-295,2003,1,0.06,0.0
CWE-295,2005,1,0.02,0.0
CWE-295,2008,1,0.02,0.0
CWE-295,2009,5,0.09,400.0
CWE-295,2010,2,0.04,-60.0
CWE-295,2011,3,0.07,50.0
CWE-295,2012,13,0.24,333.3
CWE-295,2013,1,0.02,-92.3
CWE-295,2014,3,0.04,200.0
CWE-295,2015,2,0.03,-33.3
CWE-295,2016,4,0.06,100.0
CWE-295,2017,175,0.97,4275.0
CWE-295,2018,126,0.69,-28.0
CWE-295,2019,114,0.6,-9.5
CWE-295,2020,137,0.71,20.2
CWE-295,2021,122,0.56,-10.9
CWE-295,2022,109,0.41,-10.7
CWE-295,2023,112,0.36,2.8
CWE-295,2024,114,0.28,1.8
CWE-295,2025,151,0.3,32.5
CWE-295,2026,309,0.47,104.6
CWE-296,2025,2,0.0,
CWE-296,2026,3,0.0,50.0
CWE-297,2014,1,0.01,
CWE-297,2016,1,0.02,0.0
CWE-297,2017,2,0.01,100.0
CWE-297,2018,1,0.01,-50.0
CWE-297,2019,1,0.01,0.0
CWE-297,2021,1,0.0,0.0
CWE-297,2024,4,0.01,300.0
CWE-297,2025,9,0.02,125.0
CWE-297,2026,26,0.04,188.9
CWE-298,2025,5,0.01,
CWE-298,2026,2,0.0,-60.0
CWE-299,2020,1,0.01,
CWE-299,2025,4,0.01,300.0
CWE-299,2026,5,0.01,25.0
CWE-300,2024,3,0.01,
CWE-300,2025,8,0.02,166.7
CWE-300,2026,6,0.01,-25.0
CWE-302,2021,1,0.0,
CWE-302,2024,6,0.01,500.0
CWE-302,2025,7,0.01,16.7
CWE-302,2026,10,0.02,42.9
CWE-303,2020,1,0.01,
CWE-303,2023,1,0.0,0.0
CWE-303,2024,7,0.02,600.0
CWE-303,2025,15,0.03,114.3
CWE-303,2026,23,0.03,53.3
CWE-304,2021,1,0.0,
CWE-304,2022,1,0.0,0.0
CWE-304,2024,2,0.0,100.0
CWE-304,2025,8,0.02,300.0
CWE-304,2026,10,0.02,25.0
CWE-305,2020,1,0.01,
CWE-305,2021,1,0.0,0.0
CWE-305,2022,1,0.0,0.0
CWE-305,2023,3,0.01,200.0
CWE-305,2024,12,0.03,300.0
CWE-305,2025,33,0.07,175.0
CWE-305,2026,43,0.06,30.3
CWE-306,2002,1,0.05,
CWE-306,2004,1,0.04,0.0
CWE-306,2007,1,0.02,0.0
CWE-306,2009,2,0.03,100.0
CWE-306,2012,1,0.02,-50.0
CWE-306,2014,2,0.02,100.0
CWE-306,2016,1,0.02,-50.0
CWE-306,2017,32,0.18,3100.0
CWE-306,2018,42,0.23,31.3
CWE-306,2019,174,0.92,314.3
CWE-306,2020,246,1.28,41.4
CWE-306,2021,144,0.66,-41.5
CWE-306,2022,194,0.73,34.7
CWE-306,2023,171,0.55,-11.9
CWE-306,2024,240,0.59,40.4
CWE-306,2025,408,0.82,70.0
CWE-306,2026,973,1.47,138.5
CWE-307,1998,1,0.4,
CWE-307,1999,1,0.11,0.0
CWE-307,2001,3,0.18,200.0
CWE-307,2003,1,0.06,-66.7
CWE-307,2017,9,0.05,800.0
CWE-307,2018,10,0.06,11.1
CWE-307,2019,27,0.14,170.0
CWE-307,2020,54,0.28,100.0
CWE-307,2021,52,0.24,-3.7
CWE-307,2022,54,0.2,3.8
CWE-307,2023,86,0.28,59.3
CWE-307,2024,77,0.19,-10.5
CWE-307,2025,96,0.19,24.7
CWE-307,2026,145,0.22,51.0
CWE-308,2023,2,0.01,
CWE-308,2024,1,0.0,-50.0
CWE-308,2025,1,0.0,0.0
CWE-308,2026,9,0.01,800.0
CWE-309,2025,1,0.0,
CWE-31,2024,6,0.01,
CWE-310,2000,1,0.1,
CWE-310,2001,4,0.24,300.0
CWE-310,2002,3,0.14,-25.0
CWE-310,2003,8,0.52,166.7
CWE-310,2004,2,0.08,-75.0
CWE-310,2005,2,0.04,0.0
CWE-310,2006,6,0.09,200.0
