cwe_id,feature_year,current_centrality,actual_next_centrality,predicted_next_centrality,naive_predicted_next_centrality
CWE-909,2025,0.0011128097869235608,0.0008829277379764756,0.009870296357739897,0.0011128097869235608
CWE-912,2025,8.262291901474341e-05,0.00484147928320788,0.009870296357739897,8.262291901474341e-05
CWE-913,2025,0.0009095592829552626,0.0016907311089673454,0.009870296357739897,0.0009095592829552626
CWE-915,2025,0.00012588542922316182,0.004637116960741915,0.009870296357739897,0.00012588542922316182
CWE-916,2025,0.001498121702300385,0.0005873710588562563,0.009870296357739897,0.001498121702300385
CWE-918,2025,0.007945562872649877,0.0303684446822372,0.03264763917885244,0.007945562872649877
CWE-922,2025,0.017907548955252792,0.017350414175191023,0.024770465412365578,0.017907548955252792
CWE-923,2025,0.008934153989286975,0.0020130578691477173,0.019145636541100512,0.008934153989286975
CWE-926,2025,0.0008264349609259481,0.0004001724324408685,0.009870296357739897,0.0008264349609259481
CWE-940,2025,5.748766566387793e-05,0.0011003736964942507,0.009870296357739897,5.748766566387793e-05
CWE-942,2025,0.004607539401183031,0.004408156435847284,0.010508296494055129,0.004607539401183031
CWE-943,2025,0.0001013478879664268,0.002994238143242772,0.009870296357739897,0.0001013478879664268
CWE-1004,2025,0.0004361093180689818,0.0002636768649029338,0.009870296357739897,0.0004361093180689818
CWE-1021,2025,0.0028154317867963834,0.008087192043131011,0.009870296357739897,0.0028154317867963834
CWE-1104,2025,0.0004749813454652191,0.00020956145887930677,0.009870296357739897,0.0004749813454652191
CWE-1188,2025,0.0031702048602352336,0.004542442130847074,0.009870296357739897,0.0031702048602352336
CWE-1191,2025,0.00046974418910635446,5.027430309131501e-05,0.009870296357739897,0.00046974418910635446
CWE-1220,2025,0.1384015706656359,0.019387863458957835,0.13360514831966794,0.1384015706656359
CWE-1230,2025,0.0006355749816057784,0.007932303340837566,0.009870296357739897,0.0006355749816057784
CWE-1236,2025,0.0005405163300488138,0.0008947792831760273,0.009870296357739897,0.0005405163300488138
CWE-1240,2025,0.0072324058237403024,0.011335342736997274,0.01799486866670971,0.0072324058237403024
CWE-1242,2025,0.0003267552661622645,0.00013346599503477404,0.009870296357739897,0.0003267552661622645
CWE-1244,2025,9.330837322099715e-06,0.0005226955762906957,0.009870296357739897,9.330837322099715e-06
CWE-1259,2025,0.0001021790388588887,0.00024781765071960694,0.009870296357739897,0.0001021790388588887
CWE-1284,2025,0.0028805686438916392,0.007041122914998584,0.009870296357739897,0.0028805686438916392
CWE-1285,2025,0.00023181739788052943,0.0008227770855207366,0.009870296357739897,0.00023181739788052943
CWE-1286,2025,0.00011036346445565413,0.19077630692070646,0.009870296357739897,0.00011036346445565413
CWE-1287,2025,0.011449084330253184,0.024405292739156082,0.021197100418021315,0.011449084330253184
CWE-1295,2025,0.00047077957987653584,6.829152878215862e-05,0.009870296357739897,0.00047077957987653584
CWE-1321,2025,0.000606053262852835,0.004525533645248077,0.009870296357739897,0.000606053262852835
CWE-1333,2025,0.0021678203504568836,0.006454445764951251,0.009870296357739897,0.0021678203504568836
