vendor,pca_x,pca_y,archetype_cluster,archetype_label,total_cves,share_CWE-79,share_CWE-89,share_CWE-787,share_CWE-119,share_CWE-20,share_CWE-22,share_CWE-352,share_CWE-125,share_CWE-862,share_CWE-200,share_CWE-416,share_CWE-78,share_CWE-476,share_CWE-264,share_CWE-94,share_CWE-284,share_CWE-287,share_CWE-434,share_CWE-120,share_CWE-74,share_Other
sun,-0.48093650293421636,1.2531953558770923,0,Diffuse (no dominant category),1603,0.09669211195928754,0.005089058524173028,0.002544529262086514,0.11450381679389313,0.07124681933842239,0.017811704834605598,0.002544529262086514,0.002544529262086514,0.0,0.06615776081424936,0.002544529262086514,0.005089058524173028,0.002544529262086514,0.22137404580152673,0.017811704834605598,0.002544529262086514,0.02544529262086514,0.0,0.007633587786259542,0.0,0.33587786259541985
sun.net,1.482896544030228,-0.46343254865990824,1,Web-injection-heavy,21,0.14285714285714285,0.23809523809523808,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.23809523809523808
supermicro,0.0717078503820346,0.9999454394491019,0,Diffuse (no dominant category),29,0.24,0.0,0.04,0.12,0.08,0.08,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.24
supsystic,2.7630283759845993,-1.8708726908348907,1,Web-injection-heavy,41,0.325,0.025,0.0,0.0,0.0,0.025,0.425,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.075
surrealdb,-0.7168449155043164,1.559221904373684,0,Diffuse (no dominant category),55,0.0,0.0,0.0,0.0,0.01818181818181818,0.03636363636363636,0.0,0.0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.8545454545454545
suse,-1.9221870645550452,-0.2188286628496116,2,Memory-safety-heavy,1152,0.04216073781291173,0.00922266139657444,0.07905138339920949,0.12384716732542819,0.04479578392621871,0.013175230566534914,0.0013175230566534915,0.028985507246376812,0.002635046113306983,0.05533596837944664,0.08827404479578392,0.006587615283267457,0.048748353096179184,0.023715415019762844,0.013175230566534914,0.013175230566534914,0.007905138339920948,0.0013175230566534915,0.014492753623188406,0.005270092226613966,0.37681159420289856
svelte,0.5104405191462633,0.12905931951797167,0,Diffuse (no dominant category),32,0.4,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
swftools,-4.729664556307588,-3.2837883241244508,2,Memory-safety-heavy,126,0.0,0.0,0.3252032520325203,0.11382113821138211,0.016260162601626018,0.0,0.0,0.07317073170731707,0.0,0.0,0.07317073170731707,0.0,0.2845528455284553,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.08943089430894309
sybase,0.4552628921397653,1.3935145098622537,0,Diffuse (no dominant category),37,0.05,0.05,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.15,0.0,0.05,0.0,0.0,0.0,0.1
sylius,0.5108081079795639,0.46907786528966827,0,Diffuse (no dominant category),24,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
symantec,-0.14975635664343043,0.8258546412158442,0,Diffuse (no dominant category),571,0.12389380530973451,0.061946902654867256,0.0029498525073746312,0.12389380530973451,0.08849557522123894,0.038348082595870206,0.032448377581120944,0.029498525073746312,0.0,0.061946902654867256,0.0,0.02654867256637168,0.0058997050147492625,0.13864306784660768,0.02359882005899705,0.0,0.0471976401179941,0.0029498525073746312,0.0,0.0058997050147492625,0.18584070796460178
symantec veritas,-1.545584809321068,1.4082730421609289,0,Diffuse (no dominant category),27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symfony,0.22144312657562346,0.8939868910562304,0,Diffuse (no dominant category),35,0.18181818181818182,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.5151515151515151
synacor,1.2676892852231707,-0.19703106192914116,1,Web-injection-heavy,94,0.4939759036144578,0.012048192771084338,0.0,0.0,0.012048192771084338,0.060240963855421686,0.08433734939759036,0.0,0.0,0.024096385542168676,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.25301204819277107
synology,0.18222100084067797,0.6156556590860356,0,Diffuse (no dominant category),342,0.14545454545454545,0.07575757575757576,0.02727272727272727,0.00909090909090909,0.006060606060606061,0.11818181818181818,0.00909090909090909,0.01818181818181818,0.024242424242424242,0.06363636363636363,0.00909090909090909,0.03333333333333333,0.0,0.00909090909090909,0.0,0.0,0.012121212121212121,0.006060606060606061,0.030303030303030304,0.00909090909090909,0.3939393939393939
sysaid,1.091216368359947,0.5431395926646102,0,Diffuse (no dominant category),40,0.22857142857142856,0.11428571428571428,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,0.2857142857142857
systemd project,-1.614572683706323,0.67694397806997,0,Diffuse (no dominant category),55,0.0,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.7608695652173914
tableau,0.5906332571658116,0.6603971729155381,0,Diffuse (no dominant category),22,0.05263157894736842,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.631578947368421
tandoor,0.44441832450932905,0.43167123186427875,0,Diffuse (no dominant category),22,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.5714285714285714
tanium,-0.43180927938955393,0.9518593628647782,0,Diffuse (no dominant category),54,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959183673469388
taogogo,1.8470861523246669,-0.5576671228863028,1,Web-injection-heavy,25,0.16,0.28,0.0,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.12
tats,-4.252054040896849,-2.479770238335417,2,Memory-safety-heavy,40,0.0,0.0,0.05,0.4,0.05,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
tcl,-2.13610239226086,-0.12915802060107537,2,Memory-safety-heavy,50,0.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.5652173913043478,0.0,0.13043478260869565
tcman,1.3279263616740822,-0.1804274739362148,1,Web-injection-heavy,24,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.20833333333333334
tcpdump,-3.7271201004300183,-2.9095434522361137,2,Memory-safety-heavy,181,0.0,0.0,0.00558659217877095,0.25139664804469275,0.01675977653631285,0.0,0.0,0.6089385474860335,0.0,0.0,0.00558659217877095,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.08379888268156424
teampass,1.1550109618742748,-0.12408407323352696,1,Web-injection-heavy,50,0.46,0.08,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.04,0.02,0.0,0.02,0.0,0.0,0.26
teamviewer,-1.8371247499090453,0.43008117577176397,0,Diffuse (no dominant category),39,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.14285714285714285,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429
technicolor,0.3119032601060941,0.40897106330073096,0,Diffuse (no dominant category),42,0.34210526315789475,0.0,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.47368421052631576
tecnick,1.552817419102352,-0.5217872017589686,1,Web-injection-heavy,26,0.52,0.08,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16
tecrail,1.7736965012046186,1.0781914481791603,1,Web-injection-heavy,20,0.15,0.0,0.0,0.0,0.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.15
telegram,-0.8786492391944405,1.5364719272535194,0,Diffuse (no dominant category),37,0.07407407407407407,0.0,0.18518518518518517,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.48148148148148145
telesquare,-0.7098662743461861,0.832147739000402,0,Diffuse (no dominant category),25,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.38095238095238093,0.0,0.2857142857142857
teluu,-2.501904602680282,-0.8524293259364703,2,Memory-safety-heavy,40,0.0,0.0,0.13157894736842105,0.02631578947368421,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5263157894736842
tenable,-0.7936224065201604,-0.0782127964499283,0,Diffuse (no dominant category),180,0.1917808219178082,0.04794520547945205,0.03424657534246575,0.0,0.0273972602739726,0.0136986301369863,0.0,0.0684931506849315,0.0,0.00684931506849315,0.0136986301369863,0.07534246575342465,0.0410958904109589,0.0,0.0136986301369863,0.0,0.0,0.0,0.00684931506849315,0.0136986301369863,0.4452054794520548
tencent,-0.6255036035855331,1.3927449793379776,0,Diffuse (no dominant category),46,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.11627906976744186,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.6046511627906976
tenda,-2.3610871798979844,-1.1764065944996884,2,Memory-safety-heavy,1844,0.0049504950495049506,0.00055005500550055,0.4471947194719472,0.17656765676567657,0.0033003300330033004,0.0044004400440044,0.01155115511551155,0.0044004400440044,0.0011001100110011,0.0016501650165016502,0.0,0.033003300330033,0.0027502750275027505,0.0011001100110011,0.0033003300330033004,0.005500550055005501,0.0038503850385038503,0.0,0.09790979097909791,0.006600660066006601,0.19031903190319033
tendacn,-2.2964567334200923,-0.8085587488784368,2,Memory-safety-heavy,146,0.013986013986013986,0.0,0.3706293706293706,0.0979020979020979,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.08391608391608392,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.22377622377622378,0.0,0.1888111888111888
teradici,-1.003709171992115,1.0475071546233192,0,Diffuse (no dominant category),25,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.625
terra-master,0.8002563771533655,0.9596168861783864,0,Diffuse (no dominant category),47,0.3055555555555556,0.027777777777777776,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.19444444444444445
tesla,-1.6143672160863625,0.5833582498937595,0,Diffuse (no dominant category),24,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.6666666666666666
testlink,1.602244837230232,0.07524205828091894,1,Web-injection-heavy,27,0.25,0.375,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664
textpattern,1.712090122450112,-0.42154177226065426,1,Web-injection-heavy,30,0.41379310344827586,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.1724137931034483,0.0,0.0,0.1724137931034483
tgsoft,-2.8960030153686454,-0.7446060539092887,2,Memory-safety-heavy,22,0.0,0.0,0.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thecodingmachine,-0.11750413615057881,1.5228845811842042,0,Diffuse (no dominant category),22,0.045454545454545456,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273
thecosy,0.4761364221995889,2.7106299260237816,0,Diffuse (no dominant category),20,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.5384615384615384
thedaylightstudio,1.9447432861478233,-1.4683098217798345,1,Web-injection-heavy,40,0.2972972972972973,0.24324324324324326,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.05405405405405406,0.13513513513513514
theforeman,0.26376441827145436,1.6204706079492013,0,Diffuse (no dominant category),98,0.2127659574468085,0.0425531914893617,0.0,0.0,0.031914893617021274,0.010638297872340425,0.0,0.0,0.0,0.09574468085106383,0.0,0.031914893617021274,0.0,0.09574468085106383,0.0425531914893617,0.031914893617021274,0.031914893617021274,0.0,0.0,0.0,0.3723404255319149
thekelleys,-2.145487849188232,-0.2958590886959287,2,Memory-safety-heavy,39,0.0,0.0,0.2571428571428571,0.08571428571428572,0.14285714285714285,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
theme-fusion,2.1964333075857048,-1.2371695912692897,1,Web-injection-heavy,23,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.19047619047619047
themehunk,2.734730567011372,-1.6628104461034905,1,Web-injection-heavy,21,0.35,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1
themeisle,2.181330088409634,-1.4331156272214014,1,Web-injection-heavy,59,0.5178571428571429,0.08928571428571429,0.0,0.0,0.0,0.03571428571428571,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.017857142857142856,0.08928571428571429
themekraft,2.047275350164362,-0.988131022972139,1,Web-injection-heavy,20,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882
themeum,2.5609616464505787,-1.6909859429471352,1,Web-injection-heavy,76,0.3287671232876712,0.1917808219178082,0.0,0.0,0.0,0.0410958904109589,0.0684931506849315,0.0,0.3013698630136986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0547945205479452
themewinter,1.6657537619693317,0.02175857829443907,1,Web-injection-heavy,22,0.19047619047619047,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
themify,2.015570600210129,-1.3665142613088264,1,Web-injection-heavy,29,0.5714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285
thimpress,1.8572586857960538,-1.1548564034668085,1,Web-injection-heavy,69,0.2923076923076923,0.23076923076923078,0.0,0.0,0.0,0.046153846153846156,0.07692307692307693,0.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.18461538461538463
thinkphp,0.46155887449315475,-0.06712564221089433,0,Diffuse (no dominant category),27,0.038461538461538464,0.3076923076923077,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.0,0.4230769230769231
thoughtworks,0.4319979031783593,0.6718844687020901,0,Diffuse (no dominant category),24,0.22727272727272727,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.5
ti,-1.4753354552815647,0.7837914219481615,0,Diffuse (no dominant category),28,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.6818181818181818
tianocore,-2.307500878656385,-0.3960253972614958,2,Memory-safety-heavy,44,0.0,0.0,0.18421052631578946,0.23684210526315788,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.39473684210526316
tibco,0.8371888454078195,0.2414596556979973,0,Diffuse (no dominant category),226,0.38125,0.0375,0.0,0.05,0.01875,0.04375,0.05625,0.0,0.0,0.08125,0.0,0.0,0.0,0.04375,0.00625,0.0,0.01875,0.0125,0.0,0.00625,0.24375
tigervnc,-2.8562029290111615,-1.2860465736405613,2,Memory-safety-heavy,30,0.0,0.0,0.27586206896551724,0.13793103448275862,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068966
tiki,1.485669289406133,-0.3382653564116389,1,Web-injection-heavy,91,0.49411764705882355,0.08235294117647059,0.0,0.0,0.07058823529411765,0.047058823529411764,0.058823529411764705,0.0,0.0,0.07058823529411765,0.0,0.0,0.0,0.023529411764705882,0.047058823529411764,0.0,0.011764705882352941,0.023529411764705882,0.0,0.011764705882352941,0.058823529411764705
tiny,2.4288977366900695,-1.833894816974958,1,Web-injection-heavy,21,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0
tinywebgallery,1.7015423941963153,-0.5880447696490143,1,Web-injection-heavy,23,0.6,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05
tipsandtricks-hq,2.3624915001161506,-1.7480116588930958,1,Web-injection-heavy,68,0.5522388059701493,0.07462686567164178,0.0,0.0,0.0,0.014925373134328358,0.29850746268656714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.04477611940298507
tms-outsource,1.99441088552789,-1.438396773533159,1,Web-injection-heavy,22,0.55,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
todd miller,-0.3113095070971606,1.9566704124110634,0,Diffuse (no dominant category),29,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333
tongda2000,1.5545136648294207,-1.7595963043605027,1,Web-injection-heavy,59,0.01694915254237288,0.9322033898305084,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.01694915254237288
tonybybell,-2.13165954051442,-0.44450549601226924,2,Memory-safety-heavy,82,0.0,0.0,0.24050632911392406,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0.0,0.0759493670886076,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430379746835443
tor,-0.6931647536821577,1.9566563900341805,0,Diffuse (no dominant category),57,0.0,0.0,0.0,0.19230769230769232,0.11538461538461539,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232
torchbox,0.32509510808657516,0.5269379066304597,0,Diffuse (no dominant category),23,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478
torproject,-1.7660932344267295,0.643712274972789,0,Diffuse (no dominant category),50,0.0,0.0,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.10256410256410256,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154
toshiba,-0.3831801202632871,2.0889356572940243,0,Diffuse (no dominant category),30,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.3684210526315789
totaljs,1.805183098222489,-0.2653192847822542,1,Web-injection-heavy,26,0.48,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.08
totolink,-1.1290398278560205,0.5545460788564472,0,Diffuse (no dominant category),1106,0.0356111645813282,0.0,0.12512030798845045,0.07507218479307026,0.0019249278152069298,0.0,0.0,0.0019249278152069298,0.0038498556304138597,0.0028873917228103944,0.0,0.22329162656400384,0.0038498556304138597,0.0,0.005774783445620789,0.0038498556304138597,0.004812319538017324,0.0009624639076034649,0.12704523580365737,0.021174205967276226,0.36284889316650626
tp-link,-1.0071486797216265,0.7095342225614809,0,Diffuse (no dominant category),548,0.04516129032258064,0.0,0.11827956989247312,0.025806451612903226,0.025806451612903226,0.01935483870967742,0.017204301075268817,0.012903225806451613,0.0064516129032258064,0.004301075268817204,0.0,0.1978494623655914,0.015053763440860216,0.0064516129032258064,0.004301075268817204,0.002150537634408602,0.021505376344086023,0.004301075268817204,0.0967741935483871,0.0,0.3763440860215054
traefik,-0.38872516416827474,2.4061952005092353,0,Diffuse (no dominant category),62,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.05172413793103448,0.0,0.0,0.034482758620689655,0.7931034482758621
treck,-2.909878446194292,-1.5170917858586481,2,Memory-safety-heavy,24,0.0,0.0,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727
trellix,-0.18263342368323301,1.5116265789635632,0,Diffuse (no dominant category),32,0.12903225806451613,0.0,0.06451612903225806,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.4838709677419355
trend micro,-1.2740248636670788,0.8634855855106885,0,Diffuse (no dominant category),108,0.0,0.022727272727272728,0.0,0.4772727272727273,0.11363636363636363,0.022727272727272728,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.09090909090909091,0.022727272727272728,0.0,0.06818181818181818,0.0,0.0,0.0,0.1590909090909091
trendmicro,-0.48883897896223844,0.8379851173467965,0,Diffuse (no dominant category),575,0.08213552361396304,0.057494866529774126,0.02053388090349076,0.012320328542094456,0.018480492813141684,0.043121149897330596,0.012320328542094456,0.049281314168377825,0.002053388090349076,0.022587268993839837,0.002053388090349076,0.024640657084188913,0.014373716632443531,0.04106776180698152,0.01026694045174538,0.01026694045174538,0.022587268993839837,0.01026694045174538,0.006160164271047228,0.006160164271047228,0.5318275154004107
trendnet,-1.3183761141521713,0.1410323994531602,0,Diffuse (no dominant category),190,0.06951871657754011,0.0,0.20855614973262032,0.08021390374331551,0.016042780748663103,0.0,0.03208556149732621,0.0,0.0,0.0,0.0,0.12299465240641712,0.0427807486631016,0.0,0.0053475935828877,0.0,0.0427807486631016,0.0,0.026737967914438502,0.0213903743315508,0.3315508021390374
trianglemicroworks,-0.6732849141619767,0.21500529699068632,0,Diffuse (no dominant category),25,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.4583333333333333
tribalsystems,2.017983259119639,-1.5625257068532437,1,Web-injection-heavy,21,0.65,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05
tribulant,1.5857407061978084,-0.7419101499730725,1,Web-injection-heavy,22,0.38095238095238093,0.09523809523809523,0.0,0.0,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047
tridium,0.023323380822542063,2.5825037026745212,0,Diffuse (no dominant category),20,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.625
trimble,-4.7741490273453415,-4.098008741433879,2,Memory-safety-heavy,40,0.025,0.0,0.15,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
